person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,credit_score,loan_percent_income,person_home_ownership,loan_intent,previous_loan_defaults_on_file,loan_status
23.0,3998444.0,19,3333180,10.0,625.0,0.8336,OWN,HOMEIMPROVEMENT,Y,0
56.0,2324749.0,10,3450672,19.27,886.0,1.4843,OTHER,VENTURE,N,1
24.0,3292536.0,9,1593750,17.51,556.0,0.484,OWN,HOMEIMPROVEMENT,Y,0
,1991049.0,22,3628558,8.56,499.0,1.8224,MORTGAGE,DEBTCONSOLIDATION,N,1
61.0,4422513.0,36,3356709,8.92,737.0,0.759,OWN,DEBTCONSOLIDATION,N,1
61.0,4078125.0,18,1877540,8.84,403.0,0.4604,OWN,HOMEIMPROVEMENT,N,1
45.0,4275186.0,17,1171341,19.31,671.0,0.274,OWN,MEDICAL,N,1
,3488669.0,26,2076776,9.41,463.0,0.5953,OWN,VENTURE,N,0
,,5,938567,14.95,412.0,0.2363,OWN,DEBTCONSOLIDATION,N,1
56.0,774152.0,9,1343809,13.07,848.0,1.7358,MORTGAGE,MEDICAL,N,1
32.0,2395772.0,1,4653462,,405.0,1.9424,OWN,EDUCATION,N,0
47.0,4510866.0,23,4125061,19.01,663.0,0.9145,OTHER,HOMEIMPROVEMENT,N,1
60.0,2454310.0,37,4762177,18.64,320.0,1.9403,OWN,PERSONAL,N,1
22.0,1126264.0,27,3096395,,428.0,2.7493,OWN,HOMEIMPROVEMENT,N,1
33.0,4243569.0,27,2821516,14.89,782.0,0.6649,OTHER,HOMEIMPROVEMENT,N,1
52.0,4630757.0,38,1308898,13.76,498.0,0.2827,RENT,MEDICAL,N,1
51.0,4078094.0,1,4454787,21.65,820.0,1.0924,RENT,EDUCATION,Y,0
36.0,3115483.0,4,4206742,12.62,719.0,1.3503,MORTGAGE,MEDICAL,N,1
52.0,4569713.0,10,426428,11.41,525.0,0.0933,OWN,VENTURE,N,1
52.0,2940353.0,9,4669697,19.64,508.0,1.5881,OWN,EDUCATION,N,0
54.0,3211316.0,1,810458,13.12,544.0,0.2524,RENT,DEBTCONSOLIDATION,N,1
31.0,2615849.0,14,1440888,21.4,587.0,0.5508,OWN,EDUCATION,N,0
,3083865.0,38,1896006,12.57,365.0,0.6148,MORTGAGE,EDUCATION,N,0
35.0,732314.0,36,983248,18.93,452.0,1.3427,OTHER,MEDICAL,N,0
37.0,3991185.0,6,2158191,7.77,790.0,0.5407,OWN,HOMEIMPROVEMENT,Y,1
60.0,2655700.0,19,2812343,13.55,,1.059,OTHER,HOMEIMPROVEMENT,Y,1
38.0,295693.0,33,699963,12.83,517.0,2.3672,MORTGAGE,HOMEIMPROVEMENT,N,0
29.0,1799734.0,34,1043687,20.88,728.0,0.5799,RENT,HOMEIMPROVEMENT,N,1
45.0,3838190.0,33,3386848,23.44,801.0,0.8824,MORTGAGE,HOMEIMPROVEMENT,N,1
60.0,1060789.0,21,586435,14.83,893.0,0.5528,MORTGAGE,VENTURE,Y,0
34.0,,30,4980995,21.02,520.0,4.8097,MORTGAGE,PERSONAL,Y,0
45.0,4643122.0,22,1085091,18.89,734.0,0.2337,MORTGAGE,DEBTCONSOLIDATION,N,1
42.0,711548.0,18,2078051,,579.0,2.9205,OTHER,EDUCATION,N,0
50.0,854824.0,3,2820909,20.79,391.0,3.3,MORTGAGE,PERSONAL,N,1
40.0,1982500.0,23,1282791,,823.0,0.6471,MORTGAGE,VENTURE,N,1
41.0,4529845.0,19,4694377,19.13,438.0,1.0363,MORTGAGE,HOMEIMPROVEMENT,Y,0
64.0,1853728.0,38,899515,16.1,322.0,0.4852,MORTGAGE,VENTURE,Y,0
52.0,4912315.0,27,3474780,7.28,716.0,0.7074,OTHER,DEBTCONSOLIDATION,Y,0
41.0,3527136.0,38,1515859,,647.0,0.4298,MORTGAGE,DEBTCONSOLIDATION,N,0
,618451.0,16,1507488,22.67,536.0,2.4375,RENT,VENTURE,N,0
52.0,3537841.0,18,1994509,22.74,482.0,0.5638,MORTGAGE,PERSONAL,N,0
50.0,3372026.0,34,890480,20.58,807.0,0.2641,MORTGAGE,EDUCATION,Y,0
,4927830.0,31,1266324,23.69,497.0,0.257,OWN,MEDICAL,N,1
32.0,409425.0,38,2777359,20.71,422.0,6.7836,OWN,MEDICAL,N,0
61.0,660609.0,34,2809703,7.17,845.0,4.2532,OWN,DEBTCONSOLIDATION,Y,0
38.0,4644893.0,29,3976416,11.89,680.0,0.8561,MORTGAGE,EDUCATION,N,1
41.0,2243333.0,16,923457,7.52,814.0,0.4116,RENT,HOMEIMPROVEMENT,Y,1
33.0,780458.0,28,1480566,8.6,305.0,1.897,RENT,VENTURE,Y,0
41.0,2118093.0,5,661631,,603.0,0.3124,OWN,HOMEIMPROVEMENT,N,0
28.0,2594913.0,16,1822146,15.56,491.0,0.7022,OWN,DEBTCONSOLIDATION,N,0
60.0,3937132.0,16,877595,21.41,675.0,0.2229,MORTGAGE,VENTURE,N,1
27.0,3959821.0,13,3345564,21.65,824.0,0.8449,RENT,MEDICAL,N,1
43.0,945911.0,23,2163947,17.48,335.0,2.2877,RENT,DEBTCONSOLIDATION,N,0
64.0,4943953.0,36,697693,22.78,369.0,0.1411,OWN,DEBTCONSOLIDATION,N,1
52.0,1875240.0,39,3400348,15.5,588.0,1.8133,RENT,EDUCATION,N,0
31.0,578910.0,38,3191807,22.11,404.0,5.5135,OWN,PERSONAL,Y,0
42.0,3419960.0,31,3239953,14.72,612.0,0.9474,OWN,DEBTCONSOLIDATION,N,1
42.0,4187746.0,35,298715,11.71,354.0,0.0713,OTHER,PERSONAL,N,1
63.0,231171.0,36,3206847,22.58,406.0,13.8722,OTHER,EDUCATION,N,0
45.0,2623447.0,13,280153,13.59,606.0,0.1068,MORTGAGE,DEBTCONSOLIDATION,N,1
42.0,2333448.0,26,1562323,15.56,,0.6695,OWN,DEBTCONSOLIDATION,N,1
48.0,1339138.0,18,310374,12.59,432.0,0.2318,MORTGAGE,MEDICAL,N,1
49.0,2399476.0,30,1169940,18.27,324.0,0.4876,OTHER,VENTURE,N,0
33.0,2909374.0,8,1376769,23.92,336.0,0.4732,RENT,PERSONAL,N,0
38.0,1602242.0,37,3541145,7.43,318.0,2.2101,OTHER,MEDICAL,N,1
22.0,,16,2488762,22.3,334.0,0.6887,OTHER,DEBTCONSOLIDATION,N,1
49.0,933258.0,18,1750434,7.07,662.0,1.8756,OTHER,EDUCATION,Y,0
41.0,2046999.0,3,4847645,13.19,717.0,2.3682,RENT,HOMEIMPROVEMENT,N,1
35.0,3002889.0,10,648100,9.87,729.0,0.2158,OTHER,MEDICAL,N,1
47.0,,21,2408487,19.87,,1.5944,OWN,MEDICAL,Y,0
51.0,2027887.0,3,4389829,7.86,766.0,2.1647,OWN,HOMEIMPROVEMENT,N,1
35.0,1911201.0,16,3168181,16.41,,1.6577,OTHER,DEBTCONSOLIDATION,N,1
,2487180.0,7,4778585,12.01,845.0,1.9213,MORTGAGE,MEDICAL,N,1
44.0,,33,3528652,9.27,867.0,0.9705,MORTGAGE,PERSONAL,N,1
64.0,1550507.0,10,2152858,20.12,510.0,1.3885,RENT,DEBTCONSOLIDATION,N,0
33.0,4385040.0,30,1232465,10.7,800.0,0.2811,RENT,PERSONAL,N,1
42.0,4553428.0,10,2040624,10.8,540.0,0.4482,OWN,PERSONAL,N,0
63.0,2714462.0,37,1674298,11.68,469.0,0.6168,OWN,MEDICAL,Y,0
57.0,2907398.0,20,3866798,16.98,593.0,1.33,OTHER,DEBTCONSOLIDATION,N,1
53.0,538742.0,29,585087,18.21,614.0,1.086,MORTGAGE,MEDICAL,N,0
23.0,2471945.0,9,3357950,7.3,426.0,1.3584,OWN,MEDICAL,N,1
39.0,792911.0,25,2466675,11.11,767.0,3.1109,MORTGAGE,DEBTCONSOLIDATION,Y,0
43.0,826935.0,26,3790003,14.33,666.0,4.5832,RENT,DEBTCONSOLIDATION,N,1
49.0,1835124.0,7,3101879,12.64,320.0,1.6903,RENT,DEBTCONSOLIDATION,Y,0
50.0,3273305.0,38,4732393,22.03,615.0,1.4458,OTHER,DEBTCONSOLIDATION,N,1
59.0,4777163.0,7,2933728,20.39,,0.6141,OTHER,EDUCATION,N,0
64.0,4223332.0,7,2772660,17.64,703.0,0.6565,OWN,DEBTCONSOLIDATION,Y,0
45.0,551072.0,33,2976403,12.75,817.0,5.4011,MORTGAGE,HOMEIMPROVEMENT,N,1
57.0,2245637.0,15,685221,18.91,750.0,0.3051,OWN,DEBTCONSOLIDATION,N,1
28.0,2938302.0,12,3309280,21.34,449.0,1.1263,OWN,MEDICAL,N,0
62.0,1106010.0,22,2125789,17.11,745.0,1.922,MORTGAGE,HOMEIMPROVEMENT,Y,0
36.0,3671302.0,11,1512096,20.34,379.0,0.4119,OWN,VENTURE,N,0
28.0,893264.0,26,1630295,19.73,316.0,1.8251,OTHER,PERSONAL,N,0
21.0,4618852.0,21,4828529,16.72,437.0,1.0454,MORTGAGE,EDUCATION,N,0
64.0,4061372.0,31,4522620,12.31,807.0,1.1136,MORTGAGE,HOMEIMPROVEMENT,N,1
25.0,569503.0,26,1084013,19.68,851.0,1.9034,OWN,PERSONAL,N,1
23.0,3329888.0,1,3557093,,373.0,1.0682,MORTGAGE,EDUCATION,N,1
21.0,308253.0,32,3563615,20.25,373.0,11.5607,OTHER,DEBTCONSOLIDATION,N,0
24.0,819745.0,25,4700525,20.68,349.0,5.7341,OTHER,PERSONAL,N,0
60.0,3361369.0,27,33119,20.98,309.0,0.0099,RENT,MEDICAL,Y,0
55.0,1809537.0,18,711477,15.04,402.0,0.3932,RENT,MEDICAL,Y,0
52.0,1429898.0,4,1468071,10.27,687.0,1.0267,RENT,DEBTCONSOLIDATION,N,1
62.0,2514840.0,32,240882,8.7,684.0,0.0958,RENT,PERSONAL,N,1
54.0,921143.0,19,486113,19.64,598.0,0.5277,OWN,DEBTCONSOLIDATION,N,1
63.0,4056377.0,29,1643669,22.07,638.0,0.4052,RENT,DEBTCONSOLIDATION,N,1
45.0,4640998.0,7,1076777,18.06,688.0,0.232,RENT,EDUCATION,N,1
30.0,4135853.0,37,2135786,9.45,773.0,0.5164,RENT,PERSONAL,N,1
41.0,1611433.0,16,1990840,22.89,441.0,1.2354,RENT,VENTURE,N,0
59.0,3498549.0,0,2415071,,469.0,0.6903,OWN,DEBTCONSOLIDATION,N,0
47.0,1476325.0,2,1065374,14.37,312.0,0.7216,RENT,EDUCATION,N,1
47.0,4840693.0,25,518377,17.11,748.0,0.1071,MORTGAGE,EDUCATION,N,1
22.0,2297865.0,30,2566471,20.21,473.0,1.1169,OTHER,PERSONAL,N,0
61.0,3092050.0,7,1660024,19.52,431.0,0.5369,MORTGAGE,HOMEIMPROVEMENT,Y,0
33.0,1726845.0,7,3233479,23.45,839.0,1.8725,OWN,DEBTCONSOLIDATION,N,1
29.0,1138722.0,34,3098158,8.95,894.0,2.7207,OWN,DEBTCONSOLIDATION,Y,0
56.0,2187398.0,38,192482,16.87,568.0,0.088,OWN,PERSONAL,N,1
42.0,3677110.0,27,2071369,18.76,550.0,0.5633,OTHER,HOMEIMPROVEMENT,N,0
62.0,4439639.0,3,374758,22.13,669.0,0.0844,RENT,EDUCATION,N,1
46.0,1215560.0,15,3201683,21.86,825.0,2.6339,OWN,MEDICAL,N,1
32.0,2904036.0,12,1978062,23.63,891.0,0.6811,RENT,DEBTCONSOLIDATION,N,1
37.0,,19,2796376,,805.0,11.5717,OWN,MEDICAL,N,1
34.0,2312766.0,4,1530910,21.12,477.0,0.6619,OTHER,DEBTCONSOLIDATION,Y,0
34.0,503153.0,36,4051328,14.26,846.0,8.0519,MORTGAGE,PERSONAL,N,1
54.0,3603708.0,19,3356615,14.18,558.0,0.9314,MORTGAGE,DEBTCONSOLIDATION,N,0
40.0,4279977.0,23,824356,11.31,559.0,0.1926,OTHER,HOMEIMPROVEMENT,N,1
31.0,4251153.0,35,3972513,20.91,434.0,0.9345,RENT,DEBTCONSOLIDATION,N,0
36.0,1137938.0,33,1172320,23.76,760.0,1.0302,OWN,PERSONAL,N,1
51.0,1132014.0,33,2338897,11.36,788.0,2.0661,MORTGAGE,VENTURE,N,1
26.0,3951065.0,18,227522,7.95,380.0,0.0576,OTHER,PERSONAL,N,1
39.0,1012839.0,16,682810,20.86,666.0,0.6742,RENT,PERSONAL,N,1
57.0,1832245.0,4,2206143,17.54,358.0,1.2041,MORTGAGE,PERSONAL,N,0
24.0,,24,3876692,23.31,373.0,3.1924,OTHER,PERSONAL,N,1
24.0,1256623.0,17,3162502,,,2.5167,OWN,HOMEIMPROVEMENT,N,0
40.0,384898.0,7,4203483,8.21,428.0,10.921,OTHER,DEBTCONSOLIDATION,Y,0
30.0,611122.0,26,4843699,15.37,711.0,7.9259,RENT,HOMEIMPROVEMENT,N,1
44.0,825025.0,14,1726126,8.45,,2.0922,MORTGAGE,HOMEIMPROVEMENT,N,1
55.0,4414550.0,12,4628806,11.45,673.0,1.0485,OWN,VENTURE,N,1
46.0,4259683.0,15,1790261,9.14,736.0,0.4203,RENT,VENTURE,N,1
57.0,1755752.0,21,238552,10.81,437.0,0.1359,OTHER,DEBTCONSOLIDATION,N,1
58.0,3433549.0,19,2703867,8.8,754.0,0.7875,MORTGAGE,DEBTCONSOLIDATION,N,1
41.0,,12,761247,23.22,308.0,0.1549,MORTGAGE,PERSONAL,N,1
60.0,957040.0,19,4411228,11.74,531.0,4.6092,RENT,HOMEIMPROVEMENT,N,1
59.0,4282443.0,1,1842413,14.55,696.0,0.4302,OWN,VENTURE,N,1
41.0,2593292.0,34,3929668,22.28,873.0,1.5153,RENT,MEDICAL,N,1
30.0,3792891.0,18,4827335,18.51,617.0,1.2727,MORTGAGE,PERSONAL,N,0
58.0,2304828.0,36,3345430,17.51,806.0,1.4515,MORTGAGE,EDUCATION,N,1
24.0,3743345.0,5,256968,18.99,821.0,0.0686,MORTGAGE,HOMEIMPROVEMENT,N,1
40.0,1183388.0,13,2038851,21.09,386.0,1.7229,OWN,PERSONAL,N,1
37.0,2934975.0,3,2945299,21.92,617.0,1.0035,MORTGAGE,DEBTCONSOLIDATION,Y,0
27.0,3233362.0,21,3163194,17.92,632.0,0.9783,MORTGAGE,PERSONAL,N,1
24.0,601989.0,38,1840439,22.13,659.0,3.0573,RENT,EDUCATION,N,1
49.0,969555.0,35,814069,16.1,540.0,0.8396,MORTGAGE,DEBTCONSOLIDATION,N,0
34.0,3227026.0,33,4273049,11.71,355.0,1.3241,OTHER,MEDICAL,N,0
23.0,2294751.0,26,1763702,21.96,409.0,0.7686,RENT,VENTURE,N,0
44.0,298469.0,6,2634983,16.21,348.0,8.8283,MORTGAGE,VENTURE,N,0
57.0,2487422.0,2,3540662,22.4,315.0,1.4234,RENT,EDUCATION,N,0
36.0,4320555.0,32,497843,7.68,372.0,0.1152,RENT,EDUCATION,Y,0
24.0,666394.0,1,1021987,13.76,501.0,1.5336,OTHER,VENTURE,N,0
44.0,3924159.0,15,1604928,23.11,392.0,0.409,RENT,MEDICAL,N,1
54.0,2240825.0,24,2703727,11.24,332.0,1.2066,RENT,MEDICAL,N,0
50.0,670112.0,14,614730,23.01,899.0,0.9174,OWN,PERSONAL,Y,0
38.0,3440303.0,23,2584000,23.22,718.0,0.7511,MORTGAGE,EDUCATION,N,1
39.0,2854114.0,14,24425,22.0,502.0,0.0086,OWN,EDUCATION,N,0
51.0,2796785.0,30,4517929,16.58,850.0,1.6154,MORTGAGE,EDUCATION,N,1
39.0,2568853.0,13,87347,18.0,611.0,0.034,RENT,DEBTCONSOLIDATION,N,0
39.0,3229710.0,13,3632058,21.78,768.0,1.1246,MORTGAGE,VENTURE,N,1
42.0,682249.0,5,4720370,20.19,693.0,6.9188,RENT,VENTURE,Y,0
44.0,4534077.0,13,1401819,17.71,510.0,0.3092,MORTGAGE,VENTURE,Y,0
32.0,4687112.0,16,4887155,23.7,870.0,1.0427,RENT,MEDICAL,N,1
50.0,1279775.0,17,3137757,18.66,455.0,2.4518,MORTGAGE,VENTURE,N,0
58.0,2346916.0,19,2435132,23.58,,1.0376,MORTGAGE,PERSONAL,N,0
51.0,1320933.0,16,1893998,7.98,734.0,1.4338,MORTGAGE,DEBTCONSOLIDATION,Y,0
56.0,1541449.0,15,3743643,9.36,873.0,2.4287,RENT,VENTURE,Y,0
39.0,2668929.0,39,4617741,14.67,339.0,1.7302,MORTGAGE,DEBTCONSOLIDATION,Y,0
56.0,3142933.0,38,3926053,13.54,339.0,1.2492,RENT,DEBTCONSOLIDATION,N,0
50.0,1009734.0,31,2609422,20.31,752.0,2.5843,OWN,MEDICAL,N,1
53.0,1817832.0,8,3284073,9.73,489.0,1.8066,MORTGAGE,EDUCATION,Y,0
38.0,2407728.0,26,607131,23.59,314.0,0.2522,OTHER,DEBTCONSOLIDATION,N,1
48.0,2022154.0,32,3075969,12.36,423.0,1.5211,OTHER,PERSONAL,Y,0
31.0,2857834.0,9,4233555,14.29,579.0,1.4814,RENT,MEDICAL,N,1
53.0,1063605.0,16,3595530,11.67,347.0,3.3805,OTHER,HOMEIMPROVEMENT,N,1
37.0,3159526.0,35,981388,16.85,488.0,0.3106,RENT,DEBTCONSOLIDATION,N,0
26.0,1660399.0,16,2946204,8.0,603.0,1.7744,RENT,DEBTCONSOLIDATION,N,1
24.0,166939.0,17,1592904,9.54,858.0,9.5418,OTHER,EDUCATION,N,1
40.0,2691083.0,22,3332678,19.68,404.0,1.2384,OTHER,VENTURE,N,0
47.0,4650908.0,33,409185,10.17,668.0,0.088,OWN,MEDICAL,N,1
35.0,2182656.0,7,1701368,,800.0,0.7795,RENT,HOMEIMPROVEMENT,N,1
26.0,4215011.0,12,1395387,20.48,759.0,0.3311,OTHER,MEDICAL,N,1
34.0,3439986.0,22,539325,8.59,546.0,0.1568,OWN,VENTURE,Y,0
31.0,1417403.0,19,4526974,,563.0,3.1939,OWN,MEDICAL,N,0
59.0,1465777.0,21,1204341,7.39,505.0,0.8216,RENT,HOMEIMPROVEMENT,N,1
29.0,4494109.0,22,1577981,12.9,806.0,0.3511,MORTGAGE,MEDICAL,N,1
,2004165.0,34,2985746,18.88,829.0,1.4898,OTHER,PERSONAL,N,1
36.0,2397837.0,2,1117666,8.53,663.0,0.4661,OTHER,PERSONAL,N,1
25.0,527224.0,33,1457754,22.1,639.0,2.765,OTHER,VENTURE,N,1
30.0,4823802.0,32,1028364,22.46,706.0,0.2132,OTHER,HOMEIMPROVEMENT,N,1
23.0,4582482.0,16,500167,8.78,752.0,0.1091,OTHER,HOMEIMPROVEMENT,N,1
33.0,4603722.0,18,1410272,23.84,877.0,0.3063,OTHER,HOMEIMPROVEMENT,N,1
63.0,384433.0,29,2385740,12.06,449.0,6.2059,OWN,HOMEIMPROVEMENT,N,1
50.0,2176199.0,22,312587,8.43,492.0,0.1436,RENT,HOMEIMPROVEMENT,N,1
26.0,514446.0,14,1730442,7.09,446.0,3.3637,OWN,EDUCATION,N,0
37.0,598934.0,13,441600,13.94,705.0,0.7373,OTHER,MEDICAL,N,1
,2807885.0,1,2084678,17.71,482.0,0.7424,RENT,DEBTCONSOLIDATION,N,0
62.0,,38,2616242,,405.0,1.2874,OTHER,HOMEIMPROVEMENT,N,0
55.0,3057658.0,17,2466525,21.22,535.0,0.8067,RENT,DEBTCONSOLIDATION,N,0
46.0,2228038.0,5,1433034,19.18,478.0,0.6432,OWN,PERSONAL,N,0
25.0,1621617.0,31,1607112,12.95,731.0,0.9911,RENT,DEBTCONSOLIDATION,N,1
49.0,973271.0,20,4643682,19.48,700.0,4.7712,OWN,DEBTCONSOLIDATION,N,1
57.0,2092120.0,39,708050,22.99,824.0,0.3384,OTHER,MEDICAL,N,1
40.0,3161098.0,27,1448241,8.58,839.0,0.4581,RENT,DEBTCONSOLIDATION,Y,0
41.0,2839762.0,26,4142857,12.2,622.0,1.4589,MORTGAGE,VENTURE,Y,0
30.0,3089905.0,1,2875264,14.88,560.0,0.9305,MORTGAGE,VENTURE,N,0
25.0,1832964.0,32,53237,15.47,698.0,0.029,OWN,HOMEIMPROVEMENT,N,1
56.0,971939.0,15,3020551,16.22,636.0,3.1078,OWN,EDUCATION,Y,0
26.0,4443548.0,38,1666094,12.11,599.0,0.3749,OWN,EDUCATION,N,1
46.0,3787588.0,21,2666420,18.34,418.0,0.704,OWN,MEDICAL,N,0
24.0,2635084.0,12,795345,17.97,857.0,0.3018,OTHER,EDUCATION,N,1
59.0,3653123.0,1,1053637,16.82,712.0,0.2884,MORTGAGE,DEBTCONSOLIDATION,N,1
59.0,4105966.0,13,3755006,8.93,879.0,0.9145,OWN,VENTURE,N,1
55.0,3764705.0,37,2277784,15.11,683.0,0.605,RENT,HOMEIMPROVEMENT,N,1
21.0,2650120.0,27,2984633,13.06,779.0,1.1262,RENT,PERSONAL,N,1
44.0,4082613.0,6,3332787,15.35,604.0,0.8163,OTHER,DEBTCONSOLIDATION,Y,0
56.0,4205032.0,17,1744921,22.67,495.0,0.415,OWN,VENTURE,N,0
26.0,3907378.0,35,58167,15.17,632.0,0.0149,RENT,VENTURE,N,1
61.0,2346274.0,35,1306181,7.24,319.0,0.5567,OWN,MEDICAL,N,1
64.0,2579700.0,3,1474011,14.46,732.0,0.5714,RENT,DEBTCONSOLIDATION,Y,1
51.0,771458.0,29,1045592,20.95,725.0,1.3553,OTHER,EDUCATION,Y,0
40.0,1681439.0,23,3709618,20.26,528.0,2.2062,RENT,PERSONAL,N,1
44.0,4246920.0,19,2654556,15.73,823.0,0.6251,OWN,PERSONAL,N,1
45.0,2223890.0,30,692622,11.25,516.0,0.3114,OWN,EDUCATION,N,1
56.0,3531579.0,23,2472172,14.91,890.0,0.7,OTHER,HOMEIMPROVEMENT,Y,1
41.0,3651661.0,6,4211847,16.58,674.0,1.1534,MORTGAGE,EDUCATION,N,1
50.0,2867956.0,25,903643,24.0,335.0,0.3151,OWN,HOMEIMPROVEMENT,N,0
44.0,4215249.0,12,3106818,17.95,327.0,0.737,MORTGAGE,PERSONAL,Y,0
64.0,2754902.0,7,3719294,18.8,671.0,1.3501,OWN,DEBTCONSOLIDATION,N,1
62.0,548008.0,4,4197635,15.35,385.0,7.6598,OTHER,MEDICAL,N,0
50.0,4269214.0,12,3304021,13.03,487.0,0.7739,RENT,VENTURE,Y,0
42.0,1473957.0,28,2503691,20.82,604.0,1.6986,MORTGAGE,DEBTCONSOLIDATION,N,1
48.0,2004260.0,19,848537,15.41,721.0,0.4234,RENT,PERSONAL,N,1
27.0,3699651.0,13,860262,23.91,379.0,0.2325,OTHER,PERSONAL,Y,0
55.0,2946647.0,31,4016127,14.77,485.0,1.3629,OTHER,PERSONAL,N,0
48.0,324001.0,26,3295130,8.16,304.0,10.1701,OTHER,VENTURE,N,1
34.0,2564607.0,24,4999347,18.6,857.0,1.9494,OWN,HOMEIMPROVEMENT,N,1
30.0,4056419.0,3,286016,7.79,796.0,0.0705,OWN,MEDICAL,N,1
36.0,215867.0,20,2928514,11.26,808.0,13.5663,OWN,DEBTCONSOLIDATION,N,1
,238780.0,17,1917030,13.01,301.0,8.0284,OWN,DEBTCONSOLIDATION,N,0
51.0,2845145.0,38,1121290,19.57,516.0,0.3941,MORTGAGE,MEDICAL,N,0
62.0,3091478.0,14,4175638,15.4,836.0,1.3507,OTHER,MEDICAL,N,1
45.0,1024072.0,37,1016298,7.49,556.0,0.9924,MORTGAGE,HOMEIMPROVEMENT,Y,0
33.0,3917263.0,23,2707881,17.49,752.0,0.6913,OWN,DEBTCONSOLIDATION,N,1
26.0,3999981.0,7,646024,13.99,723.0,0.1615,RENT,EDUCATION,N,1
64.0,4345031.0,27,4799371,22.67,623.0,1.1046,MORTGAGE,EDUCATION,N,0
29.0,4234591.0,20,2058149,15.49,798.0,0.486,RENT,MEDICAL,N,1
56.0,1169051.0,15,3903644,19.05,880.0,3.3392,OWN,PERSONAL,N,1
63.0,1564119.0,15,4144667,10.72,496.0,2.6498,MORTGAGE,PERSONAL,N,0
40.0,1418182.0,34,3123798,19.94,803.0,2.2027,MORTGAGE,VENTURE,N,1
38.0,4224161.0,16,3332099,19.26,571.0,0.7888,MORTGAGE,EDUCATION,N,0
63.0,540732.0,8,3280518,22.37,,6.0668,RENT,PERSONAL,Y,0
41.0,,34,1641629,7.57,406.0,0.6034,OWN,MEDICAL,N,1
24.0,2401743.0,28,3171663,14.61,828.0,1.3206,OTHER,VENTURE,N,1
53.0,4176352.0,38,1918010,18.55,424.0,0.4593,OTHER,EDUCATION,N,1
47.0,2426158.0,17,4547079,8.62,782.0,1.8742,OWN,VENTURE,N,1
27.0,3270452.0,11,2632760,13.98,893.0,0.805,MORTGAGE,PERSONAL,N,1
26.0,3455640.0,18,4512480,23.02,303.0,1.3058,OTHER,MEDICAL,Y,0
35.0,2860807.0,21,2709203,14.41,650.0,0.947,MORTGAGE,MEDICAL,N,0
38.0,1612417.0,14,3042563,23.75,650.0,1.887,OWN,MEDICAL,N,0
52.0,825899.0,0,1496630,7.97,527.0,1.8121,RENT,PERSONAL,N,1
31.0,468774.0,1,3418424,19.2,315.0,7.2923,MORTGAGE,HOMEIMPROVEMENT,N,0
40.0,636626.0,7,95591,16.88,724.0,0.1502,RENT,DEBTCONSOLIDATION,Y,0
44.0,3173871.0,21,1042673,,763.0,0.3285,RENT,DEBTCONSOLIDATION,N,1
35.0,4999617.0,24,3367434,23.5,545.0,0.6735,OWN,MEDICAL,N,0
27.0,761868.0,1,2056416,9.2,476.0,2.6992,OWN,DEBTCONSOLIDATION,N,0
41.0,4683910.0,8,2021718,22.23,842.0,0.4316,RENT,HOMEIMPROVEMENT,N,1
62.0,1557757.0,8,3135384,18.75,808.0,2.0128,RENT,MEDICAL,N,1
46.0,1354656.0,12,4688635,11.4,861.0,3.4611,OTHER,HOMEIMPROVEMENT,N,1
64.0,3606800.0,5,1961330,22.33,863.0,0.5438,OTHER,EDUCATION,Y,0
34.0,,29,3977925,14.3,532.0,4.4773,OWN,DEBTCONSOLIDATION,N,1
57.0,1288452.0,14,1941430,20.84,337.0,1.5068,MORTGAGE,EDUCATION,Y,0
41.0,2796416.0,14,4838502,13.61,790.0,1.7303,RENT,MEDICAL,N,1
38.0,832986.0,6,2948265,21.47,743.0,3.5394,MORTGAGE,VENTURE,N,1
25.0,4704704.0,10,4136464,17.82,319.0,0.8792,RENT,VENTURE,N,1
23.0,2438013.0,39,4004509,9.4,855.0,1.6425,OWN,PERSONAL,N,1
43.0,1917581.0,37,2731503,18.04,410.0,1.4245,MORTGAGE,EDUCATION,N,0
46.0,2498818.0,39,73474,10.25,786.0,0.0294,OWN,EDUCATION,N,1
57.0,3565398.0,1,2081407,14.0,388.0,0.5838,RENT,VENTURE,N,1
44.0,4972455.0,38,4889177,9.9,618.0,0.9833,OWN,MEDICAL,N,0
39.0,3494849.0,9,1867600,7.37,417.0,0.5344,MORTGAGE,PERSONAL,N,1
45.0,485510.0,16,2481492,10.6,733.0,5.1111,OTHER,EDUCATION,N,1
41.0,3244973.0,6,1868626,16.12,538.0,0.5759,OWN,PERSONAL,Y,0
32.0,4796637.0,39,2515777,15.19,371.0,0.5245,MORTGAGE,EDUCATION,N,0
61.0,3351824.0,38,4752746,15.53,698.0,1.418,OWN,HOMEIMPROVEMENT,N,1
53.0,200248.0,3,1091458,11.21,703.0,5.4505,OWN,HOMEIMPROVEMENT,N,1
24.0,4215183.0,34,4811080,18.65,550.0,1.1414,OTHER,PERSONAL,N,1
62.0,2327040.0,35,549989,18.97,494.0,0.2363,MORTGAGE,VENTURE,N,1
27.0,390346.0,30,1651089,13.09,871.0,4.2298,MORTGAGE,VENTURE,N,1
42.0,768821.0,24,717852,21.98,884.0,0.9337,MORTGAGE,EDUCATION,Y,0
